,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Sujata Rao,Dollar soft as traders look to Jackson Hole for taper clues - Reuters,"The dollar rose from one-week lows on Thursday, supported by U.S. Treasury yields holding near 1.35% in a quiet market where focus was firmly trained on what signals the Federal Reserve might send at its annual Jackson Hole conference.",https://www.reuters.com/article/us-global-forex-idUSKBN2FR02V,https://static.reuters.com/resources/r/?m=02&d=20210826&t=2&i=1572948641&r=LYNXMPEH7P00Z&w=800,2021-08-26T11:14:00Z,"LONDON (Reuters) - The dollar rose from one-week lows on Thursday, supported by U.S. Treasury yields holding near 1.35% in a quiet market where focus was firmly trained on what signals the Federal Re… [+2487 chars]",reuters,Reuters
1,Arundhati Dutta,EMERGING MARKETS-S.Korean stocks fall after c.bank rate hike; most others retreat - Reuters,* S.Korea lifts interest rates from record low * Malaysian ringgit at its strongest in a month * Thai stocks up for fifth straight day By Arundhati Dutta Aug 26 (Reuters) - South Korean stocks and the won fell on Thursday after the country's central bank rais…,https://www.reuters.com/article/emerging-markets-asia-idUSL4N2PX153,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-26T04:53:00Z,"* S.Korea lifts interest rates from record low 
 * Malaysian ringgit at its strongest in a month
 * Thai stocks up for fifth straight day
By Arundhati Dutta
 Aug 26 (Reuters) - South Korean stock… [+3228 chars]",reuters,Reuters
2,Sujata Rao,Dollar rises off one-week low as 2021 taper bets grow - Reuters,"The dollar rose from one-week lows on Thursday, supported by U.S. Treasury yields holding above 1.34% in a quiet market where focus was firmly trained on what signals the Federal Reserve might send at its annual Jackson Hole conference.",https://www.reuters.com/world/middle-east/dollar-rises-off-one-week-low-2021-taper-bets-grow-2021-08-26/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=50,2021-08-26T09:36:00Z,"LONDON, Aug 26 (Reuters) - The dollar rose from one-week lows on Thursday, supported by U.S. Treasury yields holding above 1.34% in a quiet market where focus was firmly trained on what signals the F… [+2572 chars]",reuters,Reuters
3,Sujata Rao,FOREX-Dollar rises off one-week low as 2021 taper bets grow - Reuters,FOREX-Dollar rises off one-week low as 2021 taper bets grow  Reuters,https://www.reuters.com/article/global-forex-idUSL8N2PX29L,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-26T09:33:00Z,"* Dollar rises off one-week lows ahead of Jackson Hole summit
* Korean won falls after rate hike
* Implied euro-dollar volatility at a one-week low
* Graphic: World FX rates tmsnrt.rs/2RBWI5E
LON… [+2576 chars]",reuters,Reuters
4,Herbert Lash,FOREX-Dollar jumps after Fed official's taper talk stirs markets - Reuters,"* Dollar rises off one-week lows ahead of Jackson Hole summit * Korean won falls after rate hike * Implied euro-dollar volatility at one-week low * Graphic: World FX rates https://tmsnrt.rs/2RBWI5E (Adds Bullard comments, fresh prices) By Herbert Lash NEW YOR…",https://www.reuters.com/article/global-forex-idUSL1N2PX159,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-08-26T14:44:00Z,"* Dollar rises off one-week lows ahead of Jackson Hole
summit
 * Korean won falls after rate hike 
 * Implied euro-dollar volatility at one-week low 
 * Graphic: World FX rates tmsnrt.rs/2RBWI5E… [+4181 chars]",reuters,Reuters
